"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.179849,-0.00205666666667,0.0090411728395
0.1,0.179728,-0.00167916666667,0.013989845679
0.15,0.179676,-0.00112366666667,0.0261043518518
0.2,0.179606,-0.000116111111111,0.0564027469136
0.25,0.17952,0.00395833333333,0.0986818827161
0.3,0.179901,0.0103394444444,0.12996345679
0.35,0.180525,0.0176744444444,0.145719135802
0.4,0.181651,0.0254538888889,0.148911728395
0.45,0.183107,0.0326555555556,0.148998765432
0.5,0.184909,0.0400566666667,0.153152469136
0.55,0.187075,0.0480177777778,0.156379320988
0.6,0.189709,0.0560822222222,0.153299074074
0.65,0.192741,0.0632038888889,0.151849074074
0.7,0.195981,0.0710616666667,0.153249074074
0.75,0.199845,0.0789038888889,0.148204320988
0.8,0.203918,0.0859116666667,0.142483641975
0.85,0.208423,0.0930777777778,0.137722222222
0.9,0.213257,0.0995783333333,0.135283333333
0.95,0.218352,0.106559444444,0.134840123457
1,0.223949,0.112995,0.136033950617
1.05,0.229632,0.119828888889,0.142199074074
1.1,0.23587,0.127620555556,0.140965740741
1.15,0.242455,0.134387222222,0.131879938272
1.2,0.249351,0.140423333333,0.128681481481
1.25,0.256456,0.146987777778,0.13052654321
1.3,0.264045,0.153677222222,0.130341975309
1.35,0.27186,0.159880555556,0.132205555556
1.4,0.279987,0.166803333333,0.134623148148
1.45,0.28853,0.173827777778,0.128683950617
1.5,0.297436,0.179738333333,0.121280864198
1.55,0.306499,0.185601111111,0.119654938272
1.6,0.315977,0.191731666667,0.118026851852
1.65,0.325698,0.197441111111,0.115444753086
1.7,0.335696,0.203402222222,0.110962037037
1.75,0.346076,0.208724444444,0.104675925926
1.8,0.356628,0.213133888889,0.111279320988
1.85,0.367268,0.219576111111,0.122804320988
1.9,0.378583,0.226158333333,0.121750617284
1.95,0.38995,0.231810555556,0.116500925926
2,0.401716,0.237971666667,0.103994444444
2.05,0.413759,0.243252222222,0.0749327160494
2.1,0.426217,0.245487222222,0.0503472222222
2.15,0.438434,0.245804444444,0.0694564814815
2.2,0.450476,0.251415555556,0.107192283951
2.25,0.463472,0.259133888889,0.101752160494
2.3,0.476694,0.261993333333,0.085412345679
2.35,0.489534,0.266715,0.082825308642
2.4,0.503396,0.270709444444,0.0760793209877
2.45,0.516704,0.273435,0.0847367283951
2.5,0.530549,0.279152777778,0.0920098765432
2.55,0.544654,0.284118333333,0.0758358024691
2.6,0.55914,0.286319444444,0.066912037037
2.65,0.573227,0.289352777778,0.0818225308642
2.7,0.587921,0.294960555556,0.0901694444444
2.75,0.602806,0.299343333333,0.0818691358025
2.8,0.617899,0.302988333333,0.0740759259259
2.85,0.633095,0.306501666667,0.0703009259259
2.9,0.648552,0.309987222222,0.0683842592593
2.95,0.664112,0.313184444444,0.0690138888889
3,0.679829,0.316988888889,0.0678790123457
3.05,0.69584,0.320288333333,0.0616814814815
3.1,0.711903,0.322838333333,0.0604617283951
3.15,0.72807,0.326195555556,0.0611117283951
3.2,0.744531,0.329335555556,0.0553570987654
3.25,0.761045,0.331810555556,0.0473169753086
3.3,0.777714,0.333948333333,0.0414712962963
3.35,0.794436,0.336066111111,0.0369719135802
3.4,0.811417,0.336882222222,0.0463817901235
3.45,0.828,0.339903888889,0.0666552469136
3.5,0.845258,0.3452,0.0575694444444
3.55,0.862725,0.347002777778,0.0260447530864
3.6,0.880105,0.346257777778,0.0204354938272
3.65,0.897207,0.347674444444,0.0403564814815
3.7,0.914778,0.350931111111,0.0526654320988
3.75,0.932366,0.353449444444,0.0550907407407
3.8,0.950092,0.356441666667,0.0543759259259
3.85,0.968009,0.359273888889,0.0463490740741
3.9,0.986082,0.361027777778,0.0394475308642
3.95,1.004103,0.362841111111,0.0392669753086
4,1.02235,0.364909444444,0.0403916666667
4.05,1.040596,0.366946666667,0.0404327160494
4.1,1.059033,0.369168888889,0.0364033950617
4.15,1.077556,0.370605555556,0.0314311728395
4.2,1.09608,0.372178333333,0.0282978395062
4.25,1.114777,0.373630555556,0.0213540123457
4.3,1.133474,0.374348888889,0.0143160493827
4.35,1.152205,0.375117777778,0.00851820987654
4.4,1.171075,0.374534444444,0.0153580246914
4.45,1.189547,0.375921111111,0.034662037037
4.5,1.208573,0.378969444444,0.037612962963
4.55,1.227564,0.380183333333,0.0306367283951
4.6,1.246573,0.381628888889,0.0278608024691
4.65,1.265703,0.383177777778,0.0215719135803
4.7,1.284937,0.383975555556,0.0130959876543
4.75,1.304136,0.384102222222,0.0110619135802
4.8,1.323301,0.384922222222,0.0121093518518
4.85,1.342639,0.385556111111,0.00935305555543
4.9,1.361873,0.385885333333,0.00600972222195
4.95,1.381228,0.386160277778,0.00220728395022
5,1.400514,0.385968888889,-0.00117672839552
