"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.185758,-0.00558222222222,0.0508363580247
0.1,0.185309,-0.00224194444444,0.0314701234568
0.15,0.18562,-0.00161233333333,0.0102976851852
0.2,0.185189,-0.00180166666667,-0.000291882716049
0.25,0.185413,-0.00171888888889,-0.00816077160494
0.3,0.185102,-0.00309611111111,-0.00537864197531
0.35,0.184999,-0.00258611111111,0.00390925925926
0.4,0.184861,-0.00236,0.00805308641975
0.45,0.184757,-0.00181388888889,0.0127265432099
0.5,0.184671,-0.001105,0.0169037037037
0.55,0.184636,-0.000146666666667,0.0209549382716
0.6,0.184636,0.00119833333333,0.0200299382716
0.65,0.184774,0.00216055555556,0.0118768518519
0.7,0.184861,0.00270555555556,-0.0026274691358
0.75,0.185102,0.00204333333333,-0.0182941358025
0.8,0.185137,0.000138333333333,-0.0196546296296
0.85,0.185051,-0.000641111111111,-0.00803796296296
0.9,0.184999,-0.000221111111111,-0.00278703703704
0.95,0.185068,-0.000277777777778,-0.00756388888889
1,0.185051,-0.00156444444444,-0.00315740740741
1.05,0.184809,-0.001135,0.0100981481481
1.1,0.184895,9.49999999999E-005,0.0126302469136
1.15,0.184878,0.000442222222222,0.0089487654321
1.2,0.18493,0.000860555555556,0.00653086419753
1.25,0.184981,0.000986666666667,0.00568333333333
1.3,0.185016,0.00128833333333,0.00643209876543
1.35,0.185068,0.00214055555556,-0.00157901234568
1.4,0.185327,0.00138,-0.0143212962963
1.45,0.185223,7.66666666666E-005,-0.0163512345679
1.5,0.185258,-7.66666666667E-005,-0.0182216049383
1.55,0.185344,-0.00212166666667,-0.0111932098765
1.6,0.184947,-0.00224722222222,0.0130265432099
1.65,0.184981,8.33333333322E-006,0.0222141975309
1.7,0.185033,0.000972222222222,0.0132533950617
1.75,0.18512,0.00120777777778,0.00434660493827
1.8,0.185171,0.000945555555556,0.00271327160494
1.85,0.185171,0.00136111111111,0.00376450617284
1.9,0.185309,0.00175833333333,-0.00295216049383
1.95,0.185396,0.00115388888889,-0.011487654321
2,0.185413,0.000595,-0.0180719135802
2.05,0.185534,-0.00118944444444,-0.013487037037
2.1,0.185223,-0.00161055555556,0.00623364197531
2.15,0.185258,2.83333333333E-005,0.0155966049383
2.2,0.185292,0.000708333333333,0.0104663580247
2.25,0.185344,0.00107444444444,0.00294660493827
2.3,0.185413,0.00100722222222,-0.00551543209877
2.35,0.185465,0.000381666666667,-0.00988796296296
2.4,0.185447,-5.66666666667E-005,-0.0111969135802
2.45,0.185517,-0.00136944444444,-0.00229228395062
2.5,0.185154,-0.000183333333333,0.00526018518519
2.55,0.185551,0.000251666666667,-0.00435679012346
2.6,0.185327,-0.00158888888889,0.00132530864197
2.65,0.185189,-0.000143333333333,0.0148083333333
2.7,0.185327,0.00107277777778,0.00878487654321
2.75,0.185396,0.000802777777778,-0.000707098765432
2.8,0.185361,0.000863333333333,-0.00908456790123
2.85,0.185517,0.000192777777778,-0.0192055555556
2.9,0.185482,-0.001985,-0.0112858024691
2.95,0.185189,-0.00183222222222,0.0120364197531
3,0.185206,4.27777777778E-005,0.0205345679012
3.05,0.18524,0.001175,0.0112157407407
3.1,0.185378,0.00133222222222,-0.00246327160494
3.15,0.185447,0.000138333333333,-0.00388271604938
3.2,0.185275,0.000686666666667,-0.000458024691359
3.25,0.185517,0.00113222222222,-0.0122339506173
3.3,0.185551,-0.00100777777778,-0.0145108024691
3.35,0.185327,-0.00157444444444,0.00485586419753
3.4,0.185292,-0.000300555555556,0.0209037037037
3.45,0.185292,0.00134055555556,0.0208290123457
3.5,0.185447,0.00243722222222,0.00675925925926
3.55,0.185603,0.00218888888889,-0.0104638888889
3.6,0.185741,0.000554444444444,-0.012575308642
3.65,0.185568,0.000392222222222,-0.00435401234568
3.7,0.185758,0.000654444444444,-0.00469598765432
3.75,0.185672,0.000223333333333,-0.00980555555555
3.8,0.185793,-0.000403333333333,-0.0124984567901
3.85,0.185689,-0.00187055555556,9.87654320895E-006
3.9,0.185465,-0.000787222222222,0.0185836419753
3.95,0.185568,0.001065,0.0176660493827
4,0.185655,0.00160222222222,0.00349814814815
4.05,0.185758,0.00123722222222,-0.00867654320988
4.1,0.185793,0.000567222222222,-0.0161645061728
4.15,0.185879,-0.00118722222222,-0.00883981481482
4.2,0.185517,-0.000333333333333,0.000471913580246
4.25,0.185914,-0.000404444444445,-0.00165617283951
4.3,0.185534,-0.00127944444444,0.0080200617284
4.35,0.18562,0.000581666666667,0.0132601851852
4.4,0.185689,0.000794444444444,0.00556481481481
4.45,0.185706,0.000990555555556,-0.0016049382716
4.5,0.185793,0.000685,-0.00988703703704
4.55,0.185793,3.8888888889E-005,-0.0159070987654
4.6,0.185862,-0.001555,-0.00951697530864
4.65,0.185551,-0.00160166666667,0.00861697530864
4.7,0.185603,9.83333333333E-005,0.0132453703704
4.75,0.185655,0.000385,0.00511037037037
4.8,0.185655,0.000277222222222,0.00113296296296
4.85,0.185655,0.000503888888889,-0.00108722222222
4.9,0.185775,-0.000283,0.00586129629629
4.95,0.185534,0.000511666666667,0.0226466358025
5,0.185793,0.00280333333333,0.035759382716
