"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.189812,-0.00153555555556,0.00353117283951
0.1,0.189812,-0.00240861111111,0.0336452160494
0.15,0.18938,5.5E-005,0.0775263888889
0.2,0.189726,0.00472833333333,0.132658487654
0.25,0.189743,0.0125916666667,0.202413734568
0.3,0.190712,0.0259088888889,0.251979012346
0.35,0.192356,0.0394672222222,0.267745061728
0.4,0.194675,0.0530744444444,0.27077037037
0.45,0.197652,0.0666988888889,0.268008641975
0.5,0.201373,0.0798577777778,0.265243518519
0.55,0.20563,0.0930466666667,0.265938271605
0.6,0.210666,0.106536111111,0.265368209877
0.65,0.216325,0.119390555556,0.265482098765
0.7,0.222503,0.133583333333,0.255767283951
0.75,0.229772,0.14609,0.228816975309
0.8,0.237317,0.155170555556,0.224750617284
0.85,0.245104,0.167229444444,0.244132407407
0.9,0.253965,0.180605,0.247787037037
0.95,0.263258,0.192621666667,0.239796296296
1,0.273226,0.204516666667,0.230098148148
1.05,0.283748,0.215538333333,0.220503395062
1.1,0.294755,0.226672222222,0.209645987654
1.15,0.306454,0.236954444444,0.193972222222
1.2,0.318585,0.245112777778,0.196435802469
1.25,0.330837,0.255451111111,0.218831481481
1.3,0.344007,0.267963333333,0.22545617284
1.35,0.357748,0.278779444444,0.216692283951
1.4,0.371887,0.289438888889,0.207647222222
1.45,0.386683,0.299842222222,0.194086728395
1.5,0.40193,0.308705555556,0.192912345679
1.55,0.417643,0.317424444444,0.226098765432
1.6,0.433651,0.327984444444,0.293703395062
1.65,0.449486,0.352145,0.250666358025
1.7,0.469353,0.365998333333,-0.00293888888889
1.75,0.488199,0.344145,-0.114707098765
1.8,0.502805,0.337618333333,0.0720209876543
1.85,0.520561,0.355232777778,0.214519135802
1.9,0.538819,0.367668333333,0.210912037037
1.95,0.557543,0.376982777778,0.172806790123
2,0.576614,0.383169444444,0.156629012346
2.05,0.595737,0.391383333333,0.166831481481
2.1,0.615691,0.400708888889,0.164185493827
2.15,0.635904,0.408438333333,0.148440123457
2.2,0.656533,0.415743333333,0.127433950617
2.25,0.677559,0.4213,0.107030864198
2.3,0.698759,0.425301666667,0.108908950617
2.35,0.719976,0.431231111111,0.127926234568
2.4,0.741781,0.438961111111,0.131858024691
2.45,0.76395,0.445441111111,0.115633950617
2.5,0.786378,0.450652222222,0.0953833333333
2.55,0.809066,0.454702777778,0.081862654321
2.6,0.83191,0.457807777778,0.0874580246914
2.65,0.854719,0.463026111111,0.0999666666667
2.7,0.878151,0.469158888889,0.0902108024691
2.75,0.901808,0.472435555556,0.0746762345679
2.8,0.92543,0.475233888889,0.0811719135802
2.85,0.949191,0.480118888889,0.0943774691358
2.9,0.973367,0.486271666667,0.0817555555555
2.95,0.998045,0.488647222222,0.0628191358025
3,1.022221,0.491063333333,0.0688234567901
3.05,1.047038,0.495352222222,0.0787391975309
3.1,1.071768,0.499483333333,0.080137962963
3.15,1.096965,0.504021111111,0.0705549382716
3.2,1.122318,0.506100555556,0.0679959876543
3.25,1.147481,0.509763888889,0.0825466049383
3.3,1.17318,0.515272222222,0.0813225308642
3.35,1.199139,0.518693333333,0.0646515432099
3.4,1.225063,0.521505555556,0.0499953703704
3.45,1.251298,0.523821666667,0.0358040123457
3.5,1.277568,0.5242,0.0395388888889
3.55,1.303596,0.526817222222,0.0586274691358
3.6,1.330143,0.531097777778,0.0585271604938
3.65,1.356777,0.534126666667,0.0325638888889
3.7,1.383722,0.53404,0.0122506172839
3.75,1.410183,0.533865555556,0.0195694444445
3.8,1.437024,0.53519,0.0426725308642
3.85,1.463571,0.538941666667,0.0525972222222
3.9,1.491001,0.541527777778,0.041312962963
3.95,1.51779,0.542788888889,0.0315836419753
4,1.545203,0.544905,0.0204459876543
4.05,1.572425,0.544458888889,0.024787345679
4.1,1.599664,0.545093888889,0.068925617284
4.15,1.626696,0.550016111111,0.124091358025
4.2,1.65416,0.562763333333,0.0790904320988
